,authors,title,year,Journal,doi/url,abstract,keywords,inclusion: IACS,inclusion: plot-level data,country,is the paper in english,exclusion yes/no,exclusion: reason,responsible
138,"['Losák, Tomás', 'Cermák, Pavel', 'Hlusek, Jaroslav']",Changes in fertilisation and liming of soils of the Czech Republic for the past 20 years,2012,Archives of Agronomy and Soil Science,http://dx.doi.org/10.1080/03650340.2012.698732,"Some basic soil fertility parameters have been monitored in the Czech Republic since 1961, at intervals of three to six years, as a part of the national agrochemical soil testing programme. This mandatory programme governs the wording of later regulations on fertilisers and covers in particular the determination of soil reaction and content of available nutrients (P, K, Mg and Ca). In specific cases (e.g. application of sewage sludge to soil, soil testing in organic farming, soil damage caused by flooding, etc.), soil physical and microbiological parameters are also measured. The results for the past 20 years (1989-2008) show a decreasing tendency in pH value and content of available nutrients in agricultural soils. The land parcel identification system (LPIS) is used for testing, and all sampling areas are fixed in the national mapping system (S-JTSK). All the results are available to farmers and government bodies. [PUBLICATION ABSTRACT]","['8400:Agriculture industry', 'Agriculture--Crop Production And Soil', 'LPIS', 'Soil testing', 'fertiliser', 'nutrients', 'soil reaction', 'soil testing']",yes,yes,CZ,Yes,no,,Henning
139,"['Demarez, Valérie', 'Florian, Helen', 'Marais-Sicre, Claire', 'Baup, Frédéric']",In-Season Mapping of Irrigated Crops Using Landsat 8 and Sentinel-1 Time Series,2019,Remote Sensing,http://dx.doi.org/10.3390/rs11020118,"Numerous studies have reported the use of multi-spectral and multi-temporal remote sensing images to map irrigated crops. Such maps are useful for water management. The recent availability of optical and radar image time series such as the Sentinel data offers new opportunities to map land cover with high spatial and temporal resolutions. Early identification of irrigated crops is of major importance for irrigation scheduling, but the cloud coverage might significantly reduce the number of available optical images, making crop identification difficult. SAR image time series such as those provided by Sentinel-1 offer the possibility of improving early crop mapping. This paper studies the impact of the Sentinel-1 images when used jointly with optical imagery (Landsat8) and a digital elevation model of the Shuttle Radar Topography Mission (SRTM). The study site is located in a temperate zone (southwest France) with irrigated maize crops. The classifier used is the Random Forest. The combined use of the different data (radar, optical, and SRTM) improves the early classifications of the irrigated crops (k = 0.89) compared to classifications obtained using each type of data separately (k = 0.84). The use of the DEM is significant for the early stages but becomes useless once crops have reached their full development. In conclusion, compared to a “full optical” approach, the “combined” method is more robust over time as radar images permit cloudy conditions to be overcome.","['Accuracy', 'Cereal crops', 'Classification', 'Climate change', 'Corn', 'Crop identification', 'Crops', 'Digital Elevation Models', 'Digital imaging', 'France', 'Irrigation', 'Irrigation scheduling', 'Land cover', 'Land use', 'Landsat', 'Landsat satellites', 'Landsat-8', 'Mapping', 'Maps', 'Physics', 'Radar', 'Radar imaging', 'Random Forest', 'Remote sensing', 'Seasons', 'Sentinel-2', 'Studies', 'Time series', 'Vegetation', 'Water management', 'irrigated crops', 'satellite image time series', 'seasonal crop mapping']",no,no,FR,Yes,yes,,Henning
140,"['Bourgeois, Marc', 'Sahraoui, Yohan']",MODELLING IN THE CONTEXT OF AN ENVIRONMENTAL MOBILISATION: A GRAPH-BASED APPROACH FOR ASSESSING THE LANDSCAPE ECOLOGICAL IMPACTS OF A HIGHWAY PROJECT,2020,Ekológia (Bratislava),http://dx.doi.org/10.2478/eko-2020-0007,"The construction of highways leads to several environmental and landscape impacts, including the fragmentation of natural habitats for many animal species. Highway projects are therefore generally accompanied by mobilisations from the inhabitants of the areas concerned and environmental associations. This work aims to model the potential impacts of a highway project in France on ecological networks and to study the reception of the results by the opponents of this project. We have adopted a three-step approach. First, a land-cover map of the study area was produced at a fine scale of 10 m resolution. Second, we developed a multi-species approach by defining fifteen species groups representative of different habitats of our study area. Third, the design of landscape graphs and the resulting calculation of connectivity metrics allowed mapping the impact of the highway on multi-species ecological connectivity. Reflexive feedback from comments on these results by the public during a mobilisation day against the highway project allows assessment of the relevance of such a modelling approach in this context.","['Agricultural production', 'Animal species', 'Biology--Botany', 'Construction', 'Ecological effects', 'Ecosystems', 'Environmental impact', 'France', 'Habitats', 'Highway construction', 'Highways', 'Infrastructure', 'Land cover', 'Land use', 'Landscape design', 'Landscape ecology', 'Mapping', 'Roads & highways', 'Species', 'Studies', 'Traffic congestion']",yes,yes,FR,Yes,no,,Henning
141,"['Stoian, Andrei', 'Poulain, Vincent', 'Inglada, Jordi', 'Poughon, Victor', 'Derksen, Dawa']",Land Cover Maps Production with High Resolution Satellite Image Time Series and Convolutional Neural Networks: Adaptations and Limits for Operational Systems,2019,Remote Sensing,http://dx.doi.org/10.3390/rs11171986,"The Sentinel-2 satellite mission offers high resolution multispectral time-series image data, enabling the production of detailed land cover maps globally. When mapping large territories, the trade-off between processing time and result quality is a central design decision. Currently, this machine learning task is usually performed using pixel-wise classification methods. However, the radical shift of the computer vision field away from hand-engineered image features and towards more automation by representation learning comes with many promises, including higher quality results and less engineering effort. In particular, convolutional neural networks learn features which take into account the context of the pixels and, therefore, a better representation of the data can be obtained. In this paper, we assess fully convolutional neural network architectures as replacements for a Random Forest classifier in an operational context for the production of high resolution land cover maps with Sentinel-2 time-series at the country scale. Our contributions include a framework for working with Sentinel-2 L2A time-series image data, an adaptation of the U-Net model (a fully convolutional neural network) for dealing with sparse annotation data while maintaining high resolution output, and an analysis of those results in the context of operational production of land cover maps. We conclude that fully convolutional neural networks can yield improved results with respect to pixel-wise Random Forest classifiers for classes where texture and context are pertinent. However, this new approach shows higher variability in quality across different landscapes and comes with a computational cost which could be to high for operational systems.","['Accuracy', 'Adaptations', 'Annotations', 'Artificial intelligence', 'Artificial neural networks', 'Automation', 'Classification', 'Classifiers', 'Computer applications', 'Computer vision', 'Decision trees', 'Deep learning', 'France', 'High resolution', 'Image resolution', 'Land cover', 'Land use', 'Learning algorithms', 'Machine learning', 'Mapping', 'Maps', 'Mental task performance', 'Neural networks', 'Physics', 'Pixels', 'Remote sensing', 'Representations', 'Satellite imagery', 'Semantics', 'Sentinel-2', 'Time series', 'UNET', 'Vegetation', 'convolutional neural networks', 'land cover mapping']",yes,yes,FR,Yes,no,,Henning
142,"['Schönhart, Martin', 'Schmid, Erwin', 'Schneider, Uwe A']",CropRota â€“ A crop rotation model to support integrated land use assessments,2011,European Journal of Agronomy,https://doi.org/10.1016/j.eja.2011.02.004,"Crop rotations influence the sustainability of agricultural systems. Integrated land use modeling frameworks increasingly acknowledge their role when analyzing economic and environmental impacts of agricultural production systems. However, insufficient data on crop rotations often challenge their consideration. In this article, we present the crop rotation model CropRota, which integrates agronomic criteria and observed land use data to generate typical crop rotations for farms and regions. The article describes the model and data requirements as well as an application of CropRota to 579 farms in the Austrian Mostviertel region. Model validation and sensitivity analysis are conducted to reveal robustness and accuracy of model outputs as well as its appropriateness for supporting integrated land use analyses. Comparisons between modeled and observed crop sequences from seven years of field observations show that the average area-weighted deviations range between 11% and 105% depending on the procedure of comparison and model specifications. The results indicate that CropRota is a suitable tool for the estimation of typical crop rotations from observed land use data. In addition, the model is sufficiently flexible to spatial scales and research contexts as frequently required in integrated land use analyses.","['Crop rotation', 'Crop sequence', 'Integrated land use modeling', 'Model']",yes,yes,AT,yes,no,,Henning
143,"['Vaudour, Emmanuelle', 'Gomez, Cécile', 'Lagacherie, Philippe', 'Loiseau, Thomas', 'Baghdadi, Nicolas', 'Urbina-Salazar, Diego', 'Loubet, Benjamin', 'Arrouays, Dominique']",Temporal mosaicking approaches of Sentinel-2 images for extending topsoil organic carbon content mapping in croplands,2021,International Journal of Applied Earth Observation and Geoinformation,https://doi.org/10.1016/j.jag.2020.102277,"The spatial assessment of soil organic carbon (SOC) is a major environmental challenge, notably for evaluating soil carbon stocks. Recent works have shown the capability of Sentinel-2 to predict SOC content over temperate agroecosystems characterized with annual crops. However, because spectral models are only applicable on bare soils, the mapping of SOC is often obtained on limited areas. A possible improvement for increasing the number of pixels on which SOC can be retrieved by inverting bare soil reflectance spectra, consists of using optical images acquired at several dates. This study compares different approaches of Sentinel–2 images temporal mosaicking to produce a composite multi-date bare soil image for predicting SOC content over agricultural topsoils. A first approach for temporal mosaicking was based on a per-pixel selection and was driven by soil surface characteristics: bare soil or dry bare soil with/without removing dry vegetation. A second approach for creating composite images was based on a per-date selection and driven either by the models performance from single-date, or by average soil surface indicators of bare soil or dry bare soil. To characterize soil surface, Sentinel-1 (S1)-derived soil moisture and/or spectral indices such as normalized difference vegetation index (NDVI), Normalized Burn Ratio 2 (NBR2), bare soil index (BSI) and a soil surface moisture index (S2WI) were used either separately or in combination. This study highlighted the following results: i) none of the temporal mosaic images improved model performance for SOC prediction compared to the best single-date image; ii) of the per-pixel approaches, temporal mosaics driven by the S1-derived moisture content, and to a lesser extent, by NBR2 index, outperformed the mosaic driven by the BSI index but they did not increase the bare soil area predicted; iii) of the per-date approaches, the best trade-off between predicted area and model performance was achieved from the temporal mosaic driven by the S1-derived moisture content (R2 ~ 0.5, RPD ~ 1.4, RMSE ~ 3.7 g.kg-1) which enabled to more than double (*2.44) the predicted area. This study suggests that a number of bare soil mosaics based on several indicators (moisture, bare soil, roughness…), preferably in combination, might maintain acceptable accuracies for SOC prediction whilst extending over larger areas than single-date images.","['Croplands', 'Sentinel-2', 'Soil moisture', 'Soil organic carbon', 'Temporal mosaic']",yes,yes,FR,yes,no,,Henning
144,"['Bastian, Bertsch-Hoermann', 'Claudine, Egger', 'Veronika, Gaube', 'Gingrich, Simone']","Agroforestry trade-offs between biomass provision and aboveground carbon sequestration in the alpine Eisenwurzen region, Austria",2021,Regional Environmental Change,http://dx.doi.org/10.1007/s10113-021-01794-y,"Mountain agroecosystems deliver essential ecosystem services to society but are prone to climate change as well as socio-economic pressures, making multi-functional land systems increasingly central to sustainable mountain land use policy. Agroforestry, the combination of woody vegetation with crops and/or livestock, is expected to simultaneously increase provisioning and regulating ecosystem services, but knowledge gaps concerning trade-offs exist especially in temperate industrialized and alpine regions. Here, we quantify the aboveground carbon (C) dynamics of a hypothetical agroforestry implementation in the Austrian long-term socio-ecological research region Eisenwurzen from 2020 to 2050. We develop three land use scenarios to differentiate conventional agriculture from an immediate and a gradual agroforestry implementation, integrate data from three distinct models (Yield-SAFE, SECLAND, MIAMI), and advance the socio-ecological indicator framework Human Appropriation of Net Primary Production (HANPP) to assess trade-offs between biomass provision and carbon sequestration. Results indicate that agroforestry strongly decreases HANPP because of a reduction in biomass harvest by up to &minus; 47% and a simultaneous increase in actual net primary production by up to 31%, with a large amount of carbon sequestered in perennial biomass by up to 3.4 t C ha-1 yr-1. This shows that a hypothetical transition to agroforestry in the Eisenwurzen relieves the agroecosystem from human-induced pressure but results in significant trade-offs between biomass provision and carbon sequestration. We thus conclude that while harvest losses inhibit large-scale implementation in intensively used agricultural regions, agroforestry constitutes a valuable addition to sustainable land use policy, in particular when affecting extensive pastures and meadows in alpine landscapes.","['Agricultural ecosystems', 'Agroforestry', 'Alpine regions', 'Biomass', 'Carbon', 'Carbon sequestration', 'Climate change', 'Ecosystem services', 'Environmental Studies', 'Human influences', 'Land use', 'Land use policy', 'Livestock', 'Long-term socio-ecological research (LTSER)', 'Meadows', 'Mountain agriculture', 'Mountains', 'Multi-functionality', 'Net Primary Productivity', 'Pasture', 'Primary production', 'Provisioning', 'Sustainable use', 'Tradeoffs', 'Woody plants']",yes,yes,AT,yes,no,,Henning
145,"['Akil, Nicolas', 'Artigue, Guillaume', 'Savary, Michaël', 'Johannet, Anne', 'Vinches, Marc']",Uncertainty Estimation in Hydrogeological Forecasting with Neural Networks: Impact of Spatial Distribution of Rainfalls and Random Initialization of the Model,2021,Water,http://dx.doi.org/10.3390/w13121690,"Neural networks are used to forecast hydrogeological risks, such as droughts and floods. However, uncertainties generated by these models are difficult to assess, possibly leading to a low use of these solutions by water managers. These uncertainties are the result of three sources: input data, model architecture and parameters and their initialization. The aim of the study is, first, to calibrate a model to predict Champagne chalk groundwater level at Vailly (Grand-Est, France), and, second, to estimate related uncertainties, linked both to the spatial distribution of rainfalls and to the parameter initialization. The parameter uncertainties are assessed following a previous methodology, using nine mixed probability density functions (pdf), thus creating models of correctness. Spatial distribution of rainfall uncertainty is generated by swapping three rainfall inputs and then observing dispersion of 27 model outputs. This uncertainty is incorporated into models of correctness. We show that, in this case study, an ensemble model of 40 different initializations is sufficient to estimate parameter uncertainty while preserving quality. Logistic, Gumbel and Raised Cosine laws fit the distribution of increasing and decreasing groundwater levels well, which then allows the establishment of models of correctness. These models of correctness provide a confidence interval associated with the forecasts, with an arbitrary degree of confidence chosen by the user. These methodologies have proved to have significant advantages: the rigorous design of the neural network model has allowed the realisation of models able to generalize outside of the range of the data used for training. Furthermore, it is possible to flexibly choose the confidence index according to the hydrological configuration (e.g., recession or rising water table).","['Approximation', 'Chalk', 'Confidence intervals', 'Decision making', 'Distribution', 'Drought', 'Droughts', 'Environmental Studies', 'Flood forecasting', 'Geology', 'Ground water', 'Groundwater', 'Groundwater levels', 'Hydrogeology', 'Hydrology', 'Mathematical models', 'Models', 'Neural networks', 'Neurons', 'Noise', 'Parameter estimation', 'Parameter uncertainty', 'Probability density functions', 'Probability theory', 'Rain', 'Rainfall', 'Regularization methods', 'Spatial distribution', 'Statistical analysis', 'Training', 'Uncertainty', 'Variables', 'Water management', 'Water table', 'hydrogeology', 'model', 'neural networks', 'probability', 'probability density function', 'rainfall', 'uncertainty']",yes,no,FR,yes,yes,plot-level,Henning
146,"['Packham, Ian', 'Mockler, Eva', 'Archbold, Marie', 'Mannix, Anthony', 'Daly, Donal', 'Deakin, Jenny', 'Bruen, Michael']",Catchment Characterisation Tool: Prioritising Critical Source Areas for managing diffuse nitrate pollution,2020,Environmental Modeling & Assessment,http://dx.doi.org/10.1007/s10666-019-09683-9,"Where diffuse losses of nutrients from agriculture is a major challenge for integrated catchment management and the achievement of Water Framework Directive objectives, modelling tools can be used to target the high-risk areas and focus the limited resources available for mitigation measures. The Catchment Characterisation Tool (CCT) is a GIS-based model developed to assess the potential risk posed by nitrate and phosphate from diffuse agricultural sources to surface water and groundwater by delineating critical source areas in Irish sub-catchments. The CCT model results have been generated to support pressure-impact assessments following the source-pathway-receptor concept to target local catchment stream walks in areas where the potential impact may be higher. These risk maps can be used at a maximum scale of 1:25,000 (e.g. water body scale) to target areas for Local Catchment Assessments and are not designed or suitable to be used on their own as a basis for decisions at local or field scale. Consequently, these maps act as signposts for where further characterisation and engagement actions should be prioritised. This paper details the model structure and data requirements for the CCT for nitrate followed by validation of the results by comparing a national dataset of measured nitrate concentrations in Irish water bodies with values predicted by the CCT. The model performed well at predicting the annual average nitrate concentrations, with surface waters showing better correlation with CCT predictions than for groundwater. More detailed comparisons with intensively monitored test catchments showed satisfactory correlation between the predictions and measured concentrations. The outputs are displayed in pollution impact potential (PIP) maps that rank the modelled values so that prioritisation can be given to the higher ranked areas or critical source areas.","['Agricultural management', 'Assessments', 'Catchment characterisation', 'Catchments', 'Correlation analysis', 'Critical source areas', 'Environmental Studies', 'Environmental impact', 'Groundwater', 'Mapping pollution risk', 'Mitigation', 'Model validation', 'Nitrates', 'Nutrients', 'Performance prediction', 'Pollution', 'Risk assessment', 'Stream pollution', 'Surface water', 'Surface-groundwater relations', 'Water Framework Directive', 'Water bodies', 'Water management', 'Water pollution']",yes,yes,other,yes,yes,country,Henning
147,"['Nori, Silvia', 'Gemini, Michele']",The Common Agricultural Policy vis-Ã -vis European pastoralists: principles and practices,2011,Pastoralism,http://dx.doi.org/10.1186/2041-7136-1-27,"This article reviews how the European Union Common Agricultural Policy (CAP) currently addresses pastoralists' needs in Europe, and could further contribute to sustainable management of pastoral areas. The CAP provides a set of financial subsidies to farmers in the form of market, income and rural development support. We first present a brief overview of the CAP, its basic principles, the available instruments, recent developments and finally discuss the future challenges and potentials for pastoralists in the European Union.","['Agriculture--Poultry And Livestock', 'Common Agricultural Policy', 'European Union', 'pastoralism']",no,no,?,yes,yes,data,Henning
148,"['Sklenicka, Petr', 'Janovska, Vratislava', 'Salek, Miroslav', 'Vlasak, Josef', 'Molnarova, Kristina']",The Farmland Rental Paradox: Extreme land ownership fragmentation as a new form of land degradation,2014,Land Use Policy,http://dx.doi.org/10.1016/j.landusepol.2014.01.006,"Extreme farmland ownership fragmentation is becoming a limiting factor for sustainable land management in some countries. Scattered, excessively small parcels cease to be viable for individual farming, and owners feel forced to rent these parcels to larger enterprises farming on adjacent land. Our study demonstrates a phenomenon that we call the Farmland Rental Paradox, where very small parcels tend to create large production blocks by being rented to larger farmers, and therefore to significantly homogenize the land-use pattern. The parcel size established as the threshold for this phenomenon is 1.07 ha. Below this threshold, the smaller the parcels were, the larger the blocks that they tended to create. Using the example of the Czech Republic, a state with extremely high farmland ownership fragmentation, it is demonstrated that this phenomenon can currently determine the land use of up to 40% of the country's farmland. Our study also points to other countries where this phenomenon may apply, especially the transitional countries of Central and Eastern Europe. The study discusses the tempo of the fragmentation process, which accelerates exponentially in countries with the equal inheritance system. It goes on to discuss defragmentation, social impacts of the dominance of the land rental market, and environmental impacts of significant homogenization of the land-use pattern. The serious negative impacts of extreme land-ownership fragmentation show that this phenomenon can be considered as a significant form of land degradation. [Copyright Elsevier Ltd.]","['Agriculture and agricultural policy - Agricultural', 'Business and service sector - Markets, marketing,', 'Central Europe', 'Czech Republic', 'Developing countries', 'Eastern Europe', 'Economic conditions and policy - Property and weal', 'Environment and environmental policy - Ecology and', 'Farmers', 'Inheritance', 'Land', 'Land utilization', 'Law and ethics - Real estate, property, and landlo', 'Law and ethics - Trusts, estates, and probate law', 'Manufacturing and heavy industry - Industrial mana', 'Markets', 'Production', 'Property', 'Rent', 'Sustainable land use Land ownership fragmentation', 'article']",yes,yes,CZ,yes,no,,Henning
149,"['Hlavsa, Tomas', 'Spicka, Jindrich', 'Stolbova, Marie', 'Hlouskova, Zuzana']",Statistical analysis of economic viability of farms operating in Czech areas facing natural constraints,2020,Agricultural Economics,http://dx.doi.org/10.17221/327/2019-AGRICECON,"The redesign of the Common Agricultural Policy (CAP) allows for more room to address issues related to stabilising farmers’ income and developing their viability in areas facing natural constraints (ANC). Maintaining income levels, developing farm economies in rural areas, and encouraging competitive agricultural practises are the challenges facing the new CAP. ANCs in the Czech Republic are characterised by a lower level of income compared to areas outside ANCs and their generally prevailing specialisation in livestock production, which has been facing a relatively turbulent development in the last decade. The main aim of this paper is to evaluate the economic viability with regard to the level of natural disadvantage and with regard to farm specialisation. The database of Farm Accountancy Data Network (FADN) was used for assessment; the authors built the Farm Economic Viability indicator, which is based on modified Farm Net Value Added. The differences between the farm groups were tested through analysis of variance. Significantly lower viability was found in ANCs compared to farms outside ANCs. Field crops achieved significantly higher levels, both in and outside ANCs. The most threatened group of farms are grazing livestock in ANCs.","['Agricultural economics', 'Agricultural policy', 'Business And Economics--Economic Systems And Theor', 'Common Agricultural Policy', 'Computer programs', 'Czech Republic', 'Economic analysis', 'Farms', 'Income', 'Livestock', 'Livestock farming', 'Redesign', 'Rural areas', 'Statistical analysis', 'Variance analysis', 'Viability', 'agriculture', 'analysis of variance', 'areas facing natural constraints', 'farm economic viability', 'farm specialisation']",yes,yes,CZ,yes,no,,Henning
150,"['Vávrová, Kamila', 'Knápek, Jaroslav', 'Weger, Jan']",Short-term boosting of biomass energy sources â€“ Determination of biomass potential for prevention of regional crisis situations,2017,Renewable and Sustainable Energy Reviews,https://doi.org/10.1016/j.rser.2016.09.015,"The article deals with the evaluation of the hypothesis that long-term sustainable potential of solid biomass (the so-called standard potential) for energy purposes can be significantly increased in the short run when breaking some constraints assumed for biomass growing, collection and utilization. Evaluation of biomass potential (both standard and additional) is based on a developed methodology using detailed spatial and empirical data (GIS). Potential is determined for the defined area using a bottom-up approach where these yields are derived in relation to climate and soil conditions of each land plot of agricultural and forest land. Results of methodology testing have proven that biomass potential from agriculture and forest land can be significantly increased in the short run (typically from 18% up to 40% in our case studies depending on biomass source and region). There are three major sources of additional biomass potential: reduction of straw ploughed into soil, changes in utilization of harvested timber from forests and shortening of rotation of SRC plantations. Performed analyses show great variations of biomass potential between the regions depending mainly on composition and age distribution of the forests stands in studied regions of similar size.","['Biomass potential', 'Crisis situation', 'Energy crops', 'GIS', 'Logging residues', 'Straw']",yes,no,CZ,yes,yes,plot-level,Henning
151,"['Herbertsson, Lina', 'Jönsson, Annelie M', 'Andersson, Georg K S', 'Seibel, Kathrin', 'Rundlöf, Maj', 'Ekroos, Johan', 'Stjernman, Martin', 'Olsson, Ola', 'Smith, Henrik G']",The impact of sown flower strips on plant reproductive success in Southern Sweden varies with landscape context,2018,"Agriculture, Ecosystems & Environment",https://doi.org/10.1016/j.agee.2018.03.006,"In agricultural landscapes, sown flower strips can benefit pollinators and pollination of nearby plants, but their impact on pollination in the wider landscape is poorly studied. We evaluated effects on reproductive success of field bean (Vicia faba) and woodland strawberry (Fragaria vesca) using data from two study systems, both including study sites (1 km radius) with (flower strip sites) or without flower strips (control sites). To assess whether flower strips enhance pollination in the wider landscape, we compared the reproductive success between plants growing in field borders (> 160 m to nearest flower strip) at flower strips sites and control sites. We also tested if flower strips reallocate pollination functions in the landscape. We did this by comparing the reproductive success of plants at flower strip sites, growing adjacent to the flower strips with plants growing in a more distant field border at the same site (> 160 m). Finally, we tested if these potential effects depended on the heterogeneity of the landscape. In field borders without an adjacent flower strip, plant reproductive success was unaffected by the presence of a flower strip at the site, and increased with increasing landscape heterogeneity independently of site type (flower strip vs. control). In contrast, adjacent to the flower strips, reproductive success declined with increasing landscape heterogeneity, resulting in a positive net effect of adjacent flower strips in homogeneous landscapes and a negative effect in heterogeneous landscapes. Our results show that while decreasing landscape heterogeneity may impair pollination in homogeneous landscapes, this can be locally mitigated by sowing flower strips. However, in heterogeneous landscapes, flower strips may instead reduce pollination of adjacent plants.","['Agri-environment measures', 'Agri-environment schemes', 'Landscape complexity', 'Pollination']",yes,yes,SE,yes,no,,Henning
152,"['Herbertsson, Lina', 'Lindström, Sandra A M', 'Rundlöf, Maj', 'Bommarco, Riccardo', 'Smith, Henrik G']",Competition between managed honeybees and wild bumblebees depends on landscape context,2016,Basic and Applied Ecology,https://doi.org/10.1016/j.baae.2016.05.001,"Honeybees might outcompete wild bees by depleting common resources, possibly more so in simplified landscapes where flower-rich habitats have been lost. We tested this by experimentally adding honeybee hives to nine sites while ensuring that ten additional sites were free from hives. The landscape surrounding each geographically separated site either held low (homogeneous landscape) or high (heterogeneous landscape) proportions of semi-natural grassland. Adding honeybees suppressed bumblebee densities in field borders and road verges in homogeneous landscapes whereas no such effect was detected in heterogeneous landscapes. The proportional abundance of bumblebee species with small foraging ranges was lower at honeybee sites than at control sites in heterogeneous landscapes, whereas bumblebee communities in homogeneous landscapes were dominated by a single species with long foraging range irrespective of if honeybees were added or not. We conclude that honeybees can impact bumblebee densities, but that landscape heterogeneity modified this effect. Zusammenfassung Honigbienen können Wildbienen durch Konkurrenz verdrängen, indem sie häufige Ressourcen erschöpfen, was möglicherweise häufiger in einfach strukturierten Landschaften geschieht, in denen blütenreiche Habitate verloren gegangen sind. Wir testeten dies, indem wir experimentell Bienenstöcke an neun Standorten hinzufügten und in zehn weiteren sicherstellten, dass keine Bienenstöcke vorhanden waren. Die Landschaften, die die geographisch voneinander getrennten Standorte umgaben, enthielten entweder einen geringen (homogene Landschaft) oder einen hohen (heterogene Landschaft) Anteil von naturnahem Grasland. In homogenen Landschaften reduzierte die Hinzugabe von Honigbienen die Hummeldichten in Feldrainen und im Straßenbegleitgrün, während in heterogenen Landschaften kein derartiger Effekt beobachtet werden konnte. In heterogenen Landschaften war der proportionale Anteil von Hummelarten mit kleinem Sammelaktionsgebiet an Honigbienenstandorten geringer als an Kontrollstandorten. In homogenen Landschaften wurden die Hummelgemeinschaften dagegen von einer Art mit großem Sammelaktionsgebiet dominiert, unabhängig davon, ob Honigbienen hinzugefügt worden waren oder nicht. Wir schließen, dass Honigbienen Hummeldichten beeinflussen können, dass aber dieser Effekt durch die Heterogenität der Landschaft modifiziert wird.","['Flower resources', 'Interspecific competition', 'Landscape complexity', 'Pollinators']",yes,yes,SE,yes,no,,Henning
153,"['Persson, Anna S', 'Smith, Henrik G']",Seasonal persistence of bumblebee populations is affected by landscape context,2013,"Agriculture, Ecosystems & Environment",https://doi.org/10.1016/j.agee.2012.12.008,"Bumblebee communities and their foraging resources were surveyed in south Swedish agricultural landscapes of contrasting complexity, defined by the size of arable fields and the amount of permanent grazed pastures. After the flowering of oilseed rape (OSR), simplified landscapes contained substantially less herbaceous flower resources and a lower proportion of perennials, compared to complex ones. The seasonal pattern of bumblebee abundance differed between landscape types. Initial bumblebee abundances were equal in both landscape types. However, by late July there was a sharp decline of bumblebees in simple landscapes, while the abundance continued to increase in complex landscapes. This suggests that a larger proportion of bumblebee colonies may fail to reproduce in simple landscapes despite a beneficial early season. Overall, bumblebee abundance in late July was positively related to three inter-related variables: area of permanent pasture, area of ley fields and total amount of herbaceous flowers, while early abundances (June to early July) did not relate to these variables. We suggest that in simplified landscapes of this region, bumblebee abundance is limited by floral resources mainly from midsummer and onward. Spring and early summer resources may indeed be sufficient for colony establishment and initial growth even in simplified landscapes, possibly as a result of large scale farming of OSR. The initially equal abundances of workers in simple and complex landscapes, as well as the fact that also many of the regionally rare species seem to persist in simple landscapes, suggest that rare species can survive in pockets of beneficial habitat and/or there may be an inflow of queens from nearby complex landscapes. If the latter is true, further simplification or abandonment of complex landscapes may threaten bumblebee populations also in neighbouring simple landscapes.","['Agriculture', 'Floral resources', 'Landscape structure', 'Mass flowering crop', 'Oilseed rape', 'Pollinator']",yes,yes,SE,yes,no,,Henning
154,"['Jönsson, Annelie M', 'Ekroos, Johan', 'Dänhardt, Juliana', 'Andersson, Georg K S', 'Olsson, Ola', 'Smith, Henrik G']",Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape,2015,Biological Conservation,https://doi.org/10.1016/j.biocon.2014.12.027,"Pollinator populations have suffered severe declines in many industrialised countries due to reduced floral and nesting resources, brought on by agricultural intensification. One potential method of mitigating these effects is creating flower strips. Most previous studies have shown higher pollinator abundances in flower strips, but none have been able to demonstrate increased pollinator abundances at larger spatial scales, in the surrounding agricultural landscapes. We assessed local and landscape-wide effects of flower strips on pollinator abundances, using 18 carefully selected study landscapes in southern Sweden, distributed along independent gradients of landscape heterogeneity and farming intensity. We found that flower strips were more attractive than field borders in general to bumblebees, whereas hoverflies were only attracted to flower strips from nearby field borders. Solitary bees declined with increasing distance from flower strips, but only in complex landscapes. As one of the first studies investigating effects of flower strips on pollinators across the wider landscape, we found increased abundance of bumblebees, but not solitary bees, in field borders outside the flower strips in floristically enhanced landscapes as compared with control landscapes. However, we found that higher quality and/or larger total area of flower strips within a farm was important for both bumblebees and solitary bees. Hoverfly abundance was enhanced on farms with flower strips in simple landscapes. Our results demonstrate that flower strips with rewarding plants do not only attract pollinators locally, but in addition have the potential to increase pollinator abundances across entire landscapes, and particularly in landscapes dominated by farmland.","['Agro-ecosystem', 'Attraction effect', 'Distance decay', 'Habitat quality', 'Landscape heterogeneity']",yes,yes,SE,yes,no,,Henning
